x,y
44.652899756601414,217247.60099467688
-46.27027508046966,-90461.7253742961
63.735122798357565,713467.6194494453
37.875113416824945,126530.50257357293
26.493051040601628,39884.56563003973
-8.68665479289858,-1022.6286513584805
23.319804631296932,26565.959084986374
29.87486121307313,58632.57017750147
55.283131061394556,441936.9064059519
83.62042367779873,1804458.485664308
-54.41189482133508,-125273.11098485281
-69.25239824867006,-176194.3752651141
39.15287409558829,141029.92544033568
-99.58380600841463,-24873.726675996815
62.19700308982908,656906.2876242212
-46.78393948774235,-92634.61449997526
-90.83765349829511,-128116.77066339563
-52.95428558221009,-119076.68387810218
-17.699940032555034,-7711.605472174024
-84.36152188440202,-167404.04865336692
43.47330154117671,198884.8149367246
58.52162707560652,534986.6376032642
-16.3580325763143,-6190.72614199196
8.520073805717203,1194.298778910363
-28.938735225401373,-29127.73867463551
65.36926338547892,777333.2884221018
19.101907878868587,14156.396548830931
31.644361249992755,70583.0056108165
37.79468000938209,125659.31448600133
84.91839635691281,1903015.4895396098
-94.80217731122364,-89351.08577872942
46.59108283160543,250009.3591419245
-22.3295632195982,-14614.166693931533
-65.3802419323392,-166282.23422036023
68.80073506382965,924843.0519884996
-65.88962732694243,-167776.8594945067
-19.904086288385685,-10673.952536612731
28.91526046345828,52788.77385183328
48.278716492001934,281311.0766036853
-70.59731516311237,-178777.49686768334
-23.769606332404905,-17305.74646004538
-43.818928778646125,-80264.0458246385
16.98500750579521,9802.752537208236
69.19893133346952,943181.924063914
-31.34993167942453,-35790.83014273193
29.792597435734024,58114.63991849801
77.25986914016119,1374446.4107350616
51.65402884259112,352214.66014353564
-5.930751789479572,-332.60543109466903
16.181542069007392,8428.581628788093
-56.90150642275948,-135629.5477449155
-58.4195950472217,-141737.11500878588
-13.281543489555744,-3437.0887000818234
41.086402802978995,165171.20317196698
-47.31803754233057,-94898.49651330699
-61.7493892486058,-154327.10530864866
-73.40840755608589,-182475.8255540202
-57.189991741736755,-136806.42574151745
22.28595093273431,23012.927640240316
67.32502582467518,859120.9163783335
63.25074552464247,695286.6005274308
-42.6016776000999,-75326.68023984901
51.96017608717162,359223.9495537497
-70.39055066427338,-178416.77297426626
21.968690341803438,21992.103337413708
-3.5930479850531754,-75.75015657824673
-15.5624408922193,-5382.972985966617
82.36630308629353,1712827.7006121147
-47.66968949464556,-96397.42279148272
-48.19483533597606,-98637.8207239477
89.50030924358009,2282625.4898340204
-7.870937603817424,-766.9215162298414
-5.793329274257246,-315.11463961898613
47.39696731360198,264623.19424882374
-85.76315106475863,-161156.91388743525
-42.52325952341942,-75011.71491803929
-16.422372872887877,-6259.278573536354
-63.985040085413814,-161948.27800929357
22.52718393685764,23808.04496971641
-5.973251664154347,-348.16267276381603
75.36123461926906,1262077.2566913024
86.33326605451265,2014879.4467816718
-0.29442412431046705,11.640161632357016
4.052723223008002,150.46650366139974
35.03286817912391,98133.2370225536
-37.00835355729222,-54101.41675135035
-39.04469293850676,-61519.254320609354
9.488208644493199,1644.1990416012784
77.9551234067624,1417361.8623565934
-41.98558705417577,-72865.66750854706
-70.769985819353,-179076.59629517212
-37.70311276035861,-56586.51384919167
-25.933768443316765,-21841.76585798542
26.11034858911063,38071.376731952696
-87.68169573178974,-150666.4839547797
-88.94255364512205,-142476.49480874554
19.947788661570215,16225.373506107766
-89.07170764008893,-141584.42108585665
99.8757067984375,3344100.523253679
70.71392047667393,1015393.2237883854
-75.70144782535746,-183544.57600648605
-95.28199328462117,-83799.22574019487
-43.71993067666229,-79862.64797786299
-40.416029304026125,-66719.75858620528
37.12537409185563,118540.35039163321
39.38101743587691,143735.72918806257
-87.72730836770538,-150394.50154287857
20.379040542426324,17349.541170062057
-81.8262836770501,-175897.5972761717
-3.334352097176037,-58.56262056391633
-1.6165668785642424,-2.5420191177104146
-93.33319026976939,-105163.93482470022
-33.46362774963272,-42209.74671040184
63.28554579702356,696578.1734960518
33.03890804245796,81145.7540102459
-83.66368835443811,-170093.6197472072
-72.2822514398572,-181290.49655977692
60.93467716770175,612980.8549222634
49.62552860072208,308228.5800104575
-7.194161947076253,-592.0383611920348
-97.53370400006082,-55065.626451545235
-42.76496308106606,-75985.32511643444
-25.27814240154251,-20403.21992104516
-48.02364158334809,-97904.93538652279
-11.286353049192343,-2160.956146367658
8.431408722439969,1158.2619546365336
-45.87407979144642,-88793.95181869452
-94.68092380604793,-90719.45668794264
-29.9800366921112,-31917.95224713147
-36.307986566137075,-51644.99870066109
